number,sys_created_on,sys_created_by,opened_at,resolved_at,reopened_time,activity_due,closed_at,closed_by,due_date,sla_due,contact_type,category,urgency,short_description,priority,state,escalation
INC1326,2020-02-01 15:34:20,UserC,2020-02-22 21:59:06,,,2020-04-11 08:56:25,2020-10-10 12:36:27,UserA,2020-04-22 00:10:23,,email,Software,2 Medium,This is a description,3 - Moderate,,New
INC1327,2020-02-05 21:38:28,UserA,2020-03-20 16:58:18,,,,2020-09-25 19:38:04,UserG,,,walk-in,Help,1 High,This is a description,3 - Moderate,Closed,New
INC1328,2020-02-17 13:11:48,UserA,2020-03-03 13:28:48,,,2020-03-21 22:37:38,,UserG,,,email,Smartphone,3 Low,This is a description,1 - Critical,,Normal
INC1329,2020-01-13 00:38:49,UserD,2020-02-11 19:46:26,,,,,UserB,2020-05-06 14:16:36,,walk-in,Help,2 Medium,This is a description,3 - Moderate,In Progress,
INC1330,2020-02-27 05:46:17,UserB,2020-03-21 18:10:15,,,2020-04-05 02:02:42,,UserG,,,walk-in,Hardware,1 High,This is a description,1 - Critical,,Moderate
INC1331,2020-01-07 18:21:29,UserA,2020-03-27 12:43:34,,,,,UserA,2020-05-13 00:43:39,,walk-in,Smartphone,1 High,This is a description,4 - Low,In Progress,High
INC1332,2020-01-24 07:58:56,UserF,2020-02-10 13:59:32,,,2020-04-05 01:32:55,,UserA,,2020-06-15 07:11:51,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,,
INC1333,2020-02-20 06:40:53,UserB,2020-03-10 12:57:50,2020-06-28 01:25:22,2020-08-08 13:42:53,,2020-10-04 10:48:01,UserE,,,walk-in,Help,1 High,This is a description,4 - Low,,New
INC1334,2020-02-26 11:18:28,UserF,2020-03-10 02:04:33,2020-06-03 17:31:26,,2020-04-28 11:40:25,,UserB,,,email,Smartphone,2 Medium,This is a description,5 - Planning,In Progress,
INC1335,2020-02-08 20:42:21,UserC,2020-02-14 15:18:55,,,2020-04-03 12:05:20,2020-10-12 13:38:02,UserF,2020-04-19 00:17:45,,walk-in,Hardware,3 Low,This is a description,4 - Low,Normal,Moderate
INC1336,2020-01-23 06:40:25,UserG,2020-03-28 13:05:45,2020-06-25 04:53:24,2020-08-17 06:43:59,2020-03-26 08:42:55,,UserD,2020-05-22 11:54:19,2020-05-18 14:05:35,email,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,
INC1337,2020-02-08 09:01:25,UserB,2020-02-09 00:50:35,2020-07-04 11:14:46,,,,UserC,2020-04-02 19:17:45,,walk-in,Software,2 Medium,This is a description,1 - Critical,Normal,New
INC1338,2020-02-22 00:25:16,UserB,2020-03-24 23:21:36,,,,,UserA,,,walk-in,Smartphone,2 Medium,This is a description,4 - Low,In Progress,High
INC1339,2020-01-10 02:13:14,UserB,2020-02-17 14:56:34,,,2020-03-06 13:11:26,2020-10-14 06:12:54,UserC,,,email,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,Moderate
INC1340,2020-01-04 03:32:22,UserF,2020-02-19 20:15:02,,,,,UserB,2020-05-14 19:03:44,,email,Help,2 Medium,This is a description,1 - Critical,On Hold,New
INC1341,2020-02-14 21:29:22,UserE,2020-03-23 04:06:16,,,2020-03-01 07:46:55,,UserA,,,walk-in,Software,2 Medium,This is a description,2 - High,,New
INC1342,2020-02-19 16:33:53,UserA,2020-02-03 14:23:02,,,2020-04-10 10:09:54,,UserA,2020-04-01 16:41:18,,walk-in,Help,1 High,This is a description,5 - Planning,On Hold,
INC1343,2020-02-08 05:39:32,UserE,2020-02-17 12:46:25,,,2020-04-02 22:20:51,,UserB,2020-04-13 00:23:03,,walk-in,Hardware,3 Low,This is a description,2 - High,Closed,
INC1344,2020-01-13 02:05:47,UserA,2020-03-23 10:19:07,,,2020-03-15 18:41:19,,UserB,,,email,Software,3 Low,This is a description,3 - Moderate,Closed,New
INC1345,2020-01-03 23:23:01,UserE,2020-03-07 02:12:13,,,2020-03-20 05:33:14,,UserA,,2020-06-01 12:22:38,phone,Software,2 Medium,This is a description,4 - Low,,New
INC1346,2020-01-15 11:21:50,UserD,2020-03-25 05:21:48,2020-06-01 21:26:40,,2020-03-24 02:20:52,,UserD,2020-05-13 13:43:56,,phone,Smartphone,3 Low,This is a description,3 - Moderate,,
INC1347,2020-02-28 06:22:15,UserB,2020-03-13 11:11:38,,,,,UserB,,,walk-in,Software,1 High,This is a description,3 - Moderate,In Progress,New
INC1348,2020-02-16 13:45:41,UserA,2020-02-26 12:04:21,,,2020-03-08 02:19:56,,UserD,2020-04-02 20:34:36,,email,Software,3 Low,This is a description,5 - Planning,In Progress,Overdue
INC1349,2020-02-11 05:43:11,UserD,2020-03-16 23:26:43,,,2020-04-25 08:20:01,,UserA,,,email,Software,2 Medium,This is a description,3 - Moderate,In Progress,Overdue
INC1350,2020-01-05 02:53:16,UserF,2020-02-03 06:15:34,,,2020-04-07 00:13:06,,UserG,,2020-06-09 03:36:22,phone,Hardware,2 Medium,This is a description,4 - Low,In Progress,Normal
INC1351,2020-01-16 23:30:17,UserB,2020-03-17 11:40:02,,,,,UserA,,,phone,Help,2 Medium,This is a description,1 - Critical,Normal,Normal
INC1352,2020-02-21 21:23:21,UserA,2020-02-12 04:55:44,,,,,UserC,2020-05-12 15:28:45,,walk-in,Help,2 Medium,This is a description,2 - High,Normal,New
INC1353,2020-01-25 06:37:09,UserB,2020-03-07 07:47:59,,,2020-04-02 18:13:10,,UserA,2020-05-24 04:10:16,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,New
INC1354,2020-01-13 23:05:11,UserB,2020-03-26 05:05:34,2020-07-21 11:27:04,,2020-03-22 01:01:27,2020-10-12 07:55:57,UserE,,,email,Help,2 Medium,This is a description,3 - Moderate,On Hold,Moderate
INC1355,2020-01-14 16:48:59,UserC,2020-03-21 02:56:43,,2020-07-22 11:12:56,2020-03-21 14:59:40,,UserA,,,walk-in,Help,2 Medium,This is a description,2 - High,In Progress,Overdue
INC1356,2020-02-19 11:11:40,UserF,2020-02-14 04:50:48,2020-07-12 20:40:52,,,,UserA,,,walk-in,Network,2 Medium,This is a description,5 - Planning,In Progress,Overdue
INC1357,2020-02-08 20:30:26,UserC,2020-03-13 13:37:05,,2020-08-13 18:55:19,,,UserA,,,email,Hardware,2 Medium,This is a description,3 - Moderate,On Hold,
INC1358,2020-02-06 08:09:22,UserA,2020-02-23 00:31:03,,,2020-04-04 12:43:16,,UserA,,2020-06-04 05:20:11,phone,Software,2 Medium,This is a description,4 - Low,,Moderate
INC1359,2020-02-15 05:45:44,UserA,2020-02-01 12:45:58,2020-07-27 02:53:17,,2020-04-22 08:42:53,,UserA,,2020-06-04 10:27:54,email,Smartphone,3 Low,This is a description,1 - Critical,In Progress,Normal
INC1360,2020-01-24 12:42:19,UserA,2020-02-20 20:18:59,,,,,UserB,2020-05-21 08:36:17,2020-05-02 19:07:26,walk-in,Help,2 Medium,This is a description,2 - High,Normal,Overdue
INC1361,2020-01-02 01:14:46,UserA,2020-02-03 20:18:36,,,2020-03-06 11:06:30,,UserA,,,phone,Hardware,2 Medium,This is a description,2 - High,In Progress,Normal
INC1362,2020-02-18 04:22:59,UserC,2020-03-06 08:26:46,,,,,UserF,,,walk-in,Help,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC1363,2020-02-07 05:01:48,UserA,2020-02-11 12:53:29,,,,,UserB,,,email,Hardware,2 Medium,This is a description,3 - Moderate,On Hold,Overdue
INC1364,2020-01-09 04:02:50,UserB,2020-02-16 02:29:35,,,2020-04-01 13:41:26,,UserA,,,email,Hardware,2 Medium,This is a description,2 - High,On Hold,
INC1365,2020-02-28 13:17:47,UserB,2020-03-23 22:35:29,,,,,UserF,2020-04-13 13:43:04,2020-06-23 01:22:24,walk-in,Software,2 Medium,This is a description,4 - Low,,New
INC1366,2020-01-16 19:39:07,UserC,2020-02-08 07:58:52,,,,,UserA,,2020-05-16 18:38:44,email,Help,3 Low,This is a description,5 - Planning,In Progress,High
INC1367,2020-02-23 06:31:49,UserA,2020-02-04 00:55:55,,,2020-04-15 12:10:57,,UserA,,,walk-in,Hardware,2 Medium,This is a description,1 - Critical,On Hold,High
INC1368,2020-02-07 00:28:10,UserA,2020-02-10 15:11:06,,,2020-04-15 16:07:35,,UserC,2020-05-22 11:30:30,,walk-in,Software,1 High,This is a description,2 - High,Closed,Normal
INC1369,2020-01-15 07:04:09,UserB,2020-03-06 15:03:25,,,,,UserB,2020-05-22 18:17:56,,walk-in,Help,2 Medium,This is a description,5 - Planning,Normal,New
INC1370,2020-01-19 19:08:03,UserB,2020-02-08 00:15:47,,,,,UserC,2020-04-24 22:45:48,2020-06-20 12:42:47,walk-in,Software,2 Medium,This is a description,2 - High,Closed,Overdue
INC1371,2020-01-01 02:13:48,UserG,2020-02-18 12:24:04,,,,2020-09-11 06:16:01,UserE,2020-05-16 14:03:26,,phone,Help,2 Medium,This is a description,4 - Low,,Moderate
INC1372,2020-02-03 15:30:13,UserA,2020-02-12 14:28:01,,,2020-03-17 20:10:14,,UserG,2020-04-01 08:59:28,2020-06-05 11:37:15,email,Hardware,2 Medium,This is a description,1 - Critical,,Overdue
INC1373,2020-02-04 11:32:04,UserA,2020-02-01 01:40:23,,2020-07-23 19:21:34,2020-03-11 09:10:44,,UserA,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,New
INC1374,2020-02-11 11:29:26,UserA,2020-02-03 04:28:12,,,,,UserD,2020-05-19 00:24:03,,walk-in,Help,1 High,This is a description,3 - Moderate,On Hold,New
INC1375,2020-01-13 17:41:20,UserA,2020-02-14 14:54:22,,2020-07-03 10:59:45,2020-03-18 02:51:21,,UserF,2020-05-22 15:12:41,2020-06-02 03:15:42,email,Help,1 High,This is a description,4 - Low,Normal,Moderate
INC1376,2020-01-15 21:45:04,UserB,2020-02-13 00:04:25,,2020-07-15 00:41:07,2020-03-14 05:49:47,,UserA,,,email,Help,2 Medium,This is a description,2 - High,,Normal
INC1377,2020-02-07 11:57:21,UserA,2020-03-15 19:36:40,,,2020-03-18 06:47:19,,UserA,,,phone,Software,2 Medium,This is a description,2 - High,In Progress,
INC1378,2020-01-04 00:35:38,UserB,2020-03-10 02:46:01,,,2020-04-09 10:24:36,,UserB,,,walk-in,Hardware,1 High,This is a description,4 - Low,Normal,New
INC1379,2020-02-24 01:16:32,UserE,2020-03-19 22:53:55,,,,2020-10-14 13:42:25,UserB,,,walk-in,Help,2 Medium,This is a description,4 - Low,Normal,Moderate
INC1380,2020-02-22 11:37:57,UserB,2020-02-06 07:09:41,,,2020-04-23 05:40:41,,UserB,,,email,Network,3 Low,This is a description,2 - High,In Progress,New
INC1381,2020-01-24 22:25:45,UserE,2020-03-07 03:30:28,2020-06-17 16:03:46,,2020-03-06 01:49:32,2020-09-28 20:48:36,UserA,2020-04-16 13:31:58,2020-06-10 18:55:11,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,Normal,Normal
INC1382,2020-02-18 01:11:20,UserF,2020-02-17 20:21:02,,,,,UserF,2020-05-27 13:01:23,2020-06-17 04:23:08,walk-in,Hardware,2 Medium,This is a description,2 - High,In Progress,Normal
INC1383,2020-02-27 07:16:02,UserC,2020-03-25 02:37:22,2020-06-21 10:01:30,2020-08-27 23:44:27,2020-03-25 05:23:39,,UserD,,,walk-in,Help,2 Medium,This is a description,4 - Low,In Progress,Overdue
INC1384,2020-01-06 20:59:07,UserC,2020-03-21 13:35:43,,,,,UserC,,,walk-in,Help,1 High,This is a description,4 - Low,Normal,Overdue
INC1385,2020-01-25 00:29:49,UserA,2020-03-25 21:58:07,,,2020-04-09 00:25:21,,UserB,,2020-05-21 09:01:03,email,Smartphone,3 Low,This is a description,4 - Low,,Overdue
INC1386,2020-01-08 05:39:13,UserG,2020-03-28 06:36:07,2020-06-05 21:49:16,,2020-04-27 16:58:38,,UserE,,,email,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,
INC1387,2020-02-06 04:45:12,UserG,2020-03-15 13:23:27,,,,,UserB,,2020-05-28 22:43:27,phone,Network,1 High,This is a description,3 - Moderate,On Hold,Overdue
INC1388,2020-01-22 19:38:26,UserC,2020-02-26 09:21:52,,,,2020-10-19 13:03:33,UserB,2020-05-16 18:09:04,,email,Help,3 Low,This is a description,1 - Critical,Normal,New
INC1389,2020-01-11 02:57:34,UserA,2020-03-01 02:32:28,,,2020-04-07 11:29:38,,UserD,,,walk-in,Help,2 Medium,This is a description,4 - Low,In Progress,Normal
INC1390,2020-02-23 21:29:18,UserD,2020-02-17 04:13:20,,,,2020-10-12 09:43:22,UserF,2020-05-10 14:47:27,,walk-in,Network,2 Medium,This is a description,4 - Low,In Progress,High
INC1391,2020-01-13 18:08:59,UserB,2020-03-08 01:01:34,,,2020-04-22 03:18:09,,UserD,2020-04-09 02:27:13,,walk-in,Help,1 High,This is a description,4 - Low,,New
INC1392,2020-01-23 03:29:32,UserC,2020-03-20 09:55:52,,,2020-03-11 04:47:54,,UserD,,2020-06-02 19:48:07,walk-in,Software,2 Medium,This is a description,3 - Moderate,,High
INC1393,2020-02-09 06:42:46,UserD,2020-02-13 23:11:33,,,2020-03-18 07:53:51,,UserA,2020-05-05 16:50:25,2020-06-14 06:37:44,walk-in,Network,2 Medium,This is a description,2 - High,,Normal
INC1394,2020-01-09 21:31:29,UserD,2020-02-20 22:38:37,,,2020-04-08 08:43:38,,UserG,2020-05-12 22:28:29,,email,Help,2 Medium,This is a description,1 - Critical,,Overdue
INC1395,2020-01-16 17:09:13,UserD,2020-02-19 06:06:18,,2020-08-20 14:35:33,2020-04-14 15:27:44,,UserB,,,walk-in,Hardware,3 Low,This is a description,3 - Moderate,Normal,Moderate
INC1396,2020-02-17 05:54:29,UserD,2020-02-14 05:50:44,,,2020-03-17 02:07:30,,UserE,2020-05-02 03:20:43,,walk-in,Software,1 High,This is a description,4 - Low,Closed,Overdue
INC1397,2020-02-24 00:16:17,UserF,2020-03-26 09:03:27,,,2020-03-23 23:13:32,,UserD,2020-05-15 02:53:21,2020-05-23 03:52:08,walk-in,Hardware,1 High,This is a description,2 - High,Normal,New
INC1398,2020-02-03 12:02:49,UserA,2020-03-13 22:56:33,,,2020-04-13 06:25:47,,UserA,,,walk-in,Software,1 High,This is a description,2 - High,,Normal
INC1399,2020-02-12 00:48:08,UserC,2020-03-17 18:59:45,,,2020-03-15 13:55:22,,UserF,2020-05-28 05:04:53,2020-06-20 18:03:18,phone,Software,3 Low,This is a description,2 - High,,Normal
INC1400,2020-01-24 16:06:54,UserD,2020-03-21 20:27:02,,,,,UserA,,,email,Help,3 Low,This is a description,1 - Critical,Normal,Normal
INC1401,2020-02-13 09:24:57,UserG,2020-02-02 11:29:17,,,2020-03-11 18:19:25,,UserD,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,Overdue
INC1402,2020-01-01 07:22:51,UserA,2020-03-08 09:07:56,,,,,UserA,,2020-05-23 18:08:44,walk-in,Help,2 Medium,This is a description,4 - Low,In Progress,New
INC1403,2020-01-06 08:50:21,UserA,2020-03-27 10:02:45,,,,,UserG,2020-04-03 22:01:30,,email,Hardware,3 Low,This is a description,5 - Planning,,High
INC1404,2020-02-03 16:11:50,UserC,2020-03-02 08:31:48,,,2020-04-05 12:49:47,,UserB,,,walk-in,Help,1 High,This is a description,5 - Planning,,New
INC1405,2020-02-25 13:03:32,UserF,2020-02-13 16:42:10,,,,,UserC,,,email,Smartphone,2 Medium,This is a description,3 - Moderate,,New
INC1406,2020-01-19 09:07:06,UserA,2020-02-20 20:38:10,,,2020-04-19 05:19:01,2020-10-03 12:29:21,UserG,,,walk-in,Software,1 High,This is a description,5 - Planning,In Progress,Overdue
INC1407,2020-02-14 01:14:57,UserA,2020-03-22 13:18:34,,,,,UserA,,,email,Help,2 Medium,This is a description,2 - High,In Progress,
INC1408,2020-02-21 18:09:20,UserE,2020-02-04 10:04:56,,,2020-03-26 20:49:27,,UserF,,2020-06-18 08:28:44,walk-in,Hardware,2 Medium,This is a description,4 - Low,On Hold,High
INC1409,2020-02-06 02:46:21,UserB,2020-03-21 04:44:13,,,2020-03-20 11:27:13,,UserB,,,phone,Help,3 Low,This is a description,4 - Low,Normal,Normal
INC1410,2020-01-20 17:44:30,UserD,2020-03-11 02:46:53,,,2020-03-01 03:14:58,,UserC,,2020-06-27 21:46:20,email,Software,1 High,This is a description,4 - Low,,New
INC1411,2020-01-26 05:02:09,UserA,2020-02-02 18:07:47,,,2020-04-21 12:33:11,,UserE,,2020-05-06 16:59:12,phone,Software,1 High,This is a description,5 - Planning,Closed,New
INC1412,2020-02-17 08:59:38,UserA,2020-03-02 14:09:59,2020-07-05 07:40:14,,,,UserA,,2020-05-02 19:33:25,phone,Network,1 High,This is a description,3 - Moderate,In Progress,Normal
INC1413,2020-02-26 21:07:41,UserC,2020-03-20 10:49:09,,,,2020-09-15 18:10:17,UserB,2020-05-22 13:54:48,,email,Hardware,2 Medium,This is a description,3 - Moderate,,New
INC1414,2020-02-27 08:19:34,UserB,2020-03-25 11:12:59,,,2020-03-09 09:58:28,,UserC,,,phone,Help,2 Medium,This is a description,3 - Moderate,In Progress,Moderate
INC1415,2020-02-07 17:47:15,UserC,2020-02-04 22:55:58,,2020-08-20 06:26:18,,,UserB,,,email,Software,1 High,This is a description,3 - Moderate,Normal,
INC1416,2020-01-27 13:16:32,UserD,2020-02-02 03:20:28,2020-06-25 13:58:04,,2020-04-18 02:25:58,,UserB,,,email,Network,2 Medium,This is a description,3 - Moderate,On Hold,Overdue
INC1417,2020-01-28 02:45:28,UserB,2020-03-28 02:21:51,2020-06-22 17:15:08,2020-07-20 20:45:27,,,UserA,,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC1418,2020-02-10 19:59:25,UserB,2020-02-28 23:50:09,,2020-08-25 12:11:52,,2020-09-17 16:56:54,UserB,2020-04-26 16:52:19,,email,Help,2 Medium,This is a description,2 - High,,Overdue
INC1419,2020-02-10 18:33:34,UserB,2020-02-17 01:45:56,,,2020-04-19 11:53:05,,UserA,,,email,Hardware,2 Medium,This is a description,2 - High,,Moderate
INC1420,2020-02-26 09:25:34,UserE,2020-02-04 21:20:17,,,,,UserB,,,email,Smartphone,1 High,This is a description,2 - High,,
INC1421,2020-01-08 12:14:40,UserF,2020-02-20 01:17:26,,,2020-03-15 20:33:17,,UserC,2020-04-04 20:19:42,,email,Network,2 Medium,This is a description,4 - Low,In Progress,Normal
INC1422,2020-01-01 01:28:43,UserE,2020-02-27 12:53:42,,,2020-04-16 13:39:54,,UserA,2020-05-15 12:25:16,,walk-in,Help,1 High,This is a description,5 - Planning,,
INC1423,2020-01-23 20:50:48,UserA,2020-03-27 06:20:46,,2020-08-17 23:09:11,,,UserB,,,email,Network,1 High,This is a description,3 - Moderate,Closed,Moderate
INC1424,2020-02-25 11:21:28,UserC,2020-02-27 00:37:05,,2020-08-15 03:22:45,2020-04-23 03:10:42,,UserE,2020-05-23 04:45:06,2020-06-07 15:21:53,email,Software,2 Medium,This is a description,3 - Moderate,In Progress,
INC1425,2020-01-08 22:02:19,UserA,2020-02-21 12:08:25,,,,2020-09-05 05:21:18,UserF,,2020-05-15 12:03:19,walk-in,Help,2 Medium,This is a description,3 - Moderate,Closed,
INC1426,2020-01-14 16:03:20,UserE,2020-02-06 06:31:56,2020-07-06 16:23:41,2020-07-24 19:37:18,2020-03-05 09:56:15,,UserE,,,phone,Network,2 Medium,This is a description,3 - Moderate,In Progress,High
INC1427,2020-02-22 21:49:25,UserG,2020-02-06 20:28:42,,,,,UserB,2020-05-08 11:28:24,,walk-in,Smartphone,2 Medium,This is a description,4 - Low,,Normal
INC1428,2020-01-15 09:21:39,UserC,2020-02-18 23:13:04,,,,,UserA,,,email,Network,2 Medium,This is a description,4 - Low,In Progress,Normal
INC1429,2020-02-20 15:47:48,UserF,2020-03-11 11:06:17,,2020-08-08 14:37:40,2020-04-26 21:13:31,,UserA,,,email,Network,3 Low,This is a description,3 - Moderate,Normal,
INC1430,2020-02-26 19:29:05,UserD,2020-03-12 16:46:07,,2020-07-26 09:43:04,,,UserG,2020-04-22 16:23:54,,email,Software,2 Medium,This is a description,5 - Planning,In Progress,
INC1431,2020-01-10 21:26:39,UserA,2020-03-10 16:29:29,,,,,UserA,2020-04-27 18:46:31,,walk-in,Smartphone,2 Medium,This is a description,1 - Critical,Closed,Moderate
INC1432,2020-02-05 14:15:36,UserB,2020-02-02 13:57:56,,,2020-03-16 22:27:03,2020-10-08 21:21:07,UserB,,,walk-in,Software,2 Medium,This is a description,3 - Moderate,In Progress,Moderate
INC1433,2020-02-07 06:22:09,UserD,2020-03-19 06:50:54,,,2020-04-17 12:25:23,,UserA,,,walk-in,Software,2 Medium,This is a description,4 - Low,Normal,Moderate
INC1434,2020-01-08 14:17:24,UserB,2020-02-15 17:25:51,2020-07-05 13:50:21,,,2020-09-25 20:47:27,UserA,2020-05-27 21:07:19,,email,Help,2 Medium,This is a description,3 - Moderate,,High
INC1435,2020-01-14 22:09:48,UserB,2020-02-11 02:53:40,,,2020-04-12 16:52:02,2020-09-12 15:47:25,UserG,,,email,Hardware,3 Low,This is a description,5 - Planning,Normal,New
INC1436,2020-01-17 14:01:17,UserA,2020-02-20 15:36:54,,2020-07-25 15:09:17,2020-04-18 11:02:47,2020-10-04 12:54:49,UserC,2020-04-10 10:18:39,2020-05-20 23:35:08,email,Smartphone,2 Medium,This is a description,3 - Moderate,,New
INC1437,2020-02-05 06:22:43,UserC,2020-03-24 15:36:28,,,2020-03-15 14:02:15,,UserB,2020-05-02 14:43:11,,email,Software,2 Medium,This is a description,3 - Moderate,Normal,
INC1438,2020-02-27 23:41:08,UserD,2020-03-20 16:09:12,,,2020-04-21 01:11:23,,UserB,2020-05-20 02:27:45,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,Normal,Normal
INC1439,2020-02-24 13:48:35,UserA,2020-03-02 14:50:03,,2020-08-27 00:09:09,,,UserE,,,phone,Help,2 Medium,This is a description,1 - Critical,Normal,Overdue
INC1440,2020-02-27 23:47:06,UserB,2020-02-24 18:33:57,,2020-07-15 20:05:09,,,UserB,,2020-05-15 17:12:05,email,Smartphone,2 Medium,This is a description,3 - Moderate,,Moderate
INC1441,2020-02-07 16:48:35,UserA,2020-03-08 23:39:51,,,,,UserG,2020-05-08 21:55:44,2020-05-01 05:35:42,walk-in,Network,1 High,This is a description,2 - High,Normal,Overdue
INC1442,2020-01-01 18:52:25,UserA,2020-02-26 10:05:24,2020-07-21 02:49:57,2020-08-14 05:52:41,,2020-10-16 20:37:46,UserG,,,email,Help,2 Medium,This is a description,3 - Moderate,Closed,Overdue
INC1443,2020-02-10 22:03:51,UserA,2020-03-14 02:26:27,,,2020-04-10 00:39:06,,UserB,,,walk-in,Help,2 Medium,This is a description,1 - Critical,Normal,Normal
INC1444,2020-01-04 14:29:03,UserA,2020-03-05 02:32:27,,,2020-04-23 00:32:47,,UserA,2020-04-14 09:49:40,,walk-in,Help,2 Medium,This is a description,3 - Moderate,,Normal
INC1445,2020-02-12 09:38:51,UserA,2020-03-08 18:01:39,2020-06-13 02:07:58,,,,UserF,,2020-06-28 19:25:08,email,Network,3 Low,This is a description,3 - Moderate,Closed,New
INC1446,2020-01-26 20:25:32,UserA,2020-03-16 19:07:04,2020-06-19 17:03:07,,,,UserG,,,email,Help,2 Medium,This is a description,2 - High,In Progress,Normal
INC1447,2020-01-23 21:56:06,UserC,2020-03-07 05:01:18,,,,,UserB,,,walk-in,Network,2 Medium,This is a description,1 - Critical,On Hold,New
INC1448,2020-02-10 13:05:31,UserC,2020-03-22 02:38:22,,,2020-03-17 14:21:29,,UserD,,,email,Help,2 Medium,This is a description,3 - Moderate,Normal,
INC1449,2020-01-21 05:11:32,UserA,2020-02-11 21:26:12,,,2020-03-19 14:41:32,,UserG,,,walk-in,Smartphone,2 Medium,This is a description,4 - Low,Normal,
INC1450,2020-02-25 14:23:22,UserA,2020-03-11 22:52:22,,,,,UserG,,,phone,Network,2 Medium,This is a description,3 - Moderate,Closed,New
INC1451,2020-01-27 07:17:28,UserA,2020-02-05 07:48:31,,,2020-04-15 23:24:13,,UserA,,,walk-in,Software,3 Low,This is a description,4 - Low,In Progress,Moderate
INC1452,2020-01-20 19:26:24,UserE,2020-03-21 05:12:25,2020-06-04 01:10:03,2020-07-03 04:39:24,2020-03-05 05:42:42,,UserB,,,walk-in,Help,2 Medium,This is a description,4 - Low,Normal,Normal
INC1453,2020-01-25 10:13:20,UserA,2020-03-06 12:25:19,,,2020-03-26 09:46:34,,UserA,,,walk-in,Network,1 High,This is a description,1 - Critical,Normal,Overdue
INC1454,2020-02-08 02:07:10,UserB,2020-02-18 07:02:29,,,,,UserE,2020-04-08 03:30:47,2020-05-24 08:28:06,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC1455,2020-01-16 07:38:06,UserA,2020-03-05 00:19:49,,,2020-03-12 09:02:03,,UserA,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,
INC1456,2020-02-23 05:18:14,UserB,2020-02-12 20:52:57,,2020-08-28 11:59:31,,,UserE,2020-05-02 03:33:45,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC1457,2020-02-16 00:07:30,UserA,2020-02-16 15:22:27,2020-07-16 04:34:39,,2020-03-18 16:39:18,,UserA,2020-05-07 15:42:27,,email,Help,2 Medium,This is a description,2 - High,In Progress,Normal
INC1458,2020-01-08 09:22:48,UserD,2020-02-13 02:16:38,2020-06-10 11:48:56,2020-08-19 21:26:27,2020-03-15 16:01:26,,UserC,,,email,Hardware,2 Medium,This is a description,4 - Low,In Progress,
INC1459,2020-02-04 19:29:42,UserF,2020-03-16 03:17:46,,,2020-04-20 02:42:20,,UserB,,,email,Smartphone,1 High,This is a description,3 - Moderate,Normal,Moderate
INC1460,2020-01-21 04:29:03,UserA,2020-02-02 17:55:37,,,,,UserC,,2020-06-27 23:41:38,phone,Hardware,1 High,This is a description,3 - Moderate,,Normal
INC1461,2020-01-25 23:35:18,UserG,2020-02-03 18:23:08,,,,,UserA,,,walk-in,Help,2 Medium,This is a description,2 - High,,High
INC1462,2020-01-18 20:54:29,UserF,2020-03-03 13:09:06,2020-07-14 15:36:43,,2020-04-07 03:12:26,,UserA,2020-04-23 01:03:30,,email,Hardware,3 Low,This is a description,2 - High,,
INC1463,2020-01-17 12:05:18,UserB,2020-02-04 18:21:38,,,,,UserD,2020-04-27 20:34:40,2020-05-26 02:14:20,email,Smartphone,2 Medium,This is a description,4 - Low,Normal,Normal
INC1464,2020-01-08 00:57:45,UserD,2020-02-25 18:44:57,2020-06-01 18:12:29,2020-08-28 20:46:34,,2020-10-12 17:52:01,UserA,,2020-05-21 00:10:29,phone,Help,1 High,This is a description,2 - High,Normal,New
INC1465,2020-02-08 20:53:16,UserB,2020-03-10 03:26:13,,,,,UserD,2020-04-07 09:24:40,,walk-in,Smartphone,3 Low,This is a description,2 - High,In Progress,
INC1466,2020-02-07 21:05:22,UserF,2020-02-15 11:49:14,,,2020-04-20 06:34:26,,UserG,,,walk-in,Help,2 Medium,This is a description,4 - Low,Normal,
INC1467,2020-01-12 07:23:16,UserB,2020-02-06 04:04:08,,,2020-04-25 16:07:54,,UserA,,,walk-in,Help,2 Medium,This is a description,2 - High,,Overdue
INC1468,2020-02-19 04:13:40,UserB,2020-03-24 05:01:26,,,2020-03-13 19:40:06,2020-09-05 20:32:32,UserB,,,walk-in,Help,3 Low,This is a description,3 - Moderate,In Progress,High
INC1469,2020-01-15 15:02:51,UserA,2020-02-01 23:26:50,2020-06-06 08:08:26,,,2020-09-26 11:08:33,UserF,,2020-06-19 10:30:47,phone,Help,2 Medium,This is a description,4 - Low,,Normal
