number,sys_created_on,sys_created_by,opened_at,resolved_at,reopened_time,activity_due,closed_at,closed_by,due_date,sla_due,contact_type,category,urgency,short_description,priority,state,escalation
INC146,2020-02-21 10:30:37,UserF,2020-03-13 18:33:27,,2020-07-02 12:54:43,2020-04-21 16:51:32,2020-10-05 09:11:25,UserB,2020-05-24 02:43:20,2020-05-16 01:24:08,walk-in,Software,3 Low,This is a description,2 - High,Closed,
INC147,2020-02-01 08:37:34,UserF,2020-02-28 08:21:02,2020-06-08 03:18:22,,2020-04-10 02:29:01,,UserC,,,email,Hardware,2 Medium,This is a description,1 - Critical,,Overdue
INC148,2020-02-15 21:29:23,UserG,2020-03-20 04:28:40,,,2020-03-12 08:03:59,,UserD,,,walk-in,Help,2 Medium,This is a description,2 - High,,New
INC149,2020-01-08 14:18:55,UserB,2020-03-26 00:51:35,,2020-08-16 06:28:10,,,UserA,,,walk-in,Hardware,3 Low,This is a description,4 - Low,,High
INC150,2020-02-07 13:36:34,UserE,2020-02-28 18:59:44,,2020-07-17 04:19:23,,,UserE,,,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,In Progress,New
INC151,2020-01-12 05:49:19,UserB,2020-03-18 23:22:08,,,2020-04-05 10:39:26,,UserF,,,email,Network,3 Low,This is a description,2 - High,Normal,
INC152,2020-02-09 22:07:19,UserB,2020-03-04 23:13:20,,,2020-03-03 14:10:18,,UserA,2020-04-20 18:46:06,2020-06-06 21:06:35,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,,Normal
INC153,2020-02-14 02:53:26,UserA,2020-02-16 10:54:16,2020-07-13 13:42:37,,2020-03-02 04:36:32,,UserA,,,email,Help,2 Medium,This is a description,1 - Critical,Normal,High
INC154,2020-02-22 09:53:30,UserA,2020-03-02 09:14:26,,,,,UserG,,,walk-in,Help,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC155,2020-02-27 02:45:18,UserB,2020-03-02 10:57:15,,,,,UserE,,,walk-in,Software,2 Medium,This is a description,2 - High,Normal,Overdue
INC156,2020-02-13 13:01:06,UserE,2020-02-06 19:28:58,2020-07-03 15:57:07,2020-08-15 17:13:33,2020-03-07 09:11:09,,UserA,2020-04-20 23:32:33,,email,Hardware,2 Medium,This is a description,4 - Low,Normal,Normal
INC157,2020-01-01 21:15:52,UserG,2020-02-03 11:44:34,,,2020-03-14 20:40:43,,UserE,,2020-05-11 01:25:08,email,Help,1 High,This is a description,3 - Moderate,Closed,New
INC158,2020-02-26 08:57:31,UserA,2020-02-12 22:45:12,,,,,UserB,2020-04-16 17:53:22,2020-06-08 18:12:21,email,Hardware,2 Medium,This is a description,3 - Moderate,Normal,New
INC159,2020-02-17 19:25:31,UserB,2020-03-20 06:41:20,2020-06-18 10:56:06,,2020-03-10 07:40:22,,UserD,,,phone,Smartphone,1 High,This is a description,3 - Moderate,Normal,New
INC160,2020-02-03 11:31:57,UserA,2020-02-22 15:05:32,2020-06-01 00:12:50,,,,UserB,2020-04-11 04:26:21,2020-06-01 11:04:03,walk-in,Help,3 Low,This is a description,2 - High,In Progress,Overdue
INC161,2020-02-10 03:04:17,UserB,2020-02-21 20:48:34,2020-06-16 15:59:03,,,,UserF,,,email,Software,3 Low,This is a description,5 - Planning,Normal,Overdue
INC162,2020-02-18 14:36:02,UserD,2020-03-27 13:45:55,,,2020-04-16 07:59:06,2020-09-23 18:06:22,UserD,,,walk-in,Hardware,3 Low,This is a description,4 - Low,Normal,High
INC163,2020-01-04 06:24:28,UserB,2020-02-13 18:04:09,,,,,UserB,,2020-06-22 12:56:41,walk-in,Help,3 Low,This is a description,3 - Moderate,Normal,High
INC164,2020-02-18 04:55:03,UserA,2020-03-01 16:52:19,,,2020-03-23 10:54:16,2020-09-18 04:09:16,UserF,,,walk-in,Software,3 Low,This is a description,2 - High,On Hold,Normal
INC165,2020-01-03 15:11:55,UserA,2020-03-06 17:59:02,,,2020-04-23 08:48:10,,UserB,2020-05-13 02:32:21,,walk-in,Help,1 High,This is a description,2 - High,Normal,Overdue
INC166,2020-02-12 22:19:08,UserE,2020-03-23 20:44:28,2020-06-21 19:01:36,,2020-04-15 11:23:06,,UserB,,,walk-in,Software,3 Low,This is a description,4 - Low,,Normal
INC167,2020-01-10 00:06:35,UserB,2020-03-04 13:57:43,,,,,UserB,2020-04-01 06:11:04,2020-05-11 03:52:55,walk-in,Hardware,2 Medium,This is a description,2 - High,On Hold,Moderate
INC168,2020-02-16 13:41:55,UserB,2020-03-27 17:36:56,,,,,UserB,,,phone,Software,2 Medium,This is a description,4 - Low,Normal,Normal
INC169,2020-02-20 05:29:24,UserB,2020-02-23 19:23:41,,,2020-04-10 17:14:55,,UserD,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,New
INC170,2020-01-05 07:24:27,UserB,2020-03-08 21:28:01,,,2020-03-19 11:06:19,,UserE,,,email,Help,1 High,This is a description,3 - Moderate,Normal,High
INC171,2020-02-01 15:31:06,UserD,2020-02-24 19:47:18,,,2020-03-12 05:15:54,,UserD,,,email,Hardware,3 Low,This is a description,3 - Moderate,,Normal
INC172,2020-02-19 21:41:39,UserA,2020-03-08 09:30:16,,,,,UserD,,2020-06-11 12:06:15,email,Help,3 Low,This is a description,5 - Planning,In Progress,Normal
INC173,2020-01-25 19:47:41,UserB,2020-02-14 01:20:12,,,,,UserB,2020-05-01 16:24:22,,walk-in,Help,3 Low,This is a description,3 - Moderate,On Hold,Overdue
INC174,2020-02-12 11:31:14,UserB,2020-03-10 21:06:43,,2020-08-13 10:14:38,2020-04-17 00:33:31,2020-09-19 14:22:52,UserA,,,email,Smartphone,3 Low,This is a description,2 - High,In Progress,Overdue
INC175,2020-01-24 07:47:36,UserD,2020-03-22 19:56:53,,,2020-04-07 17:31:02,,UserA,2020-04-10 18:13:20,,email,Network,2 Medium,This is a description,3 - Moderate,Normal,Normal
INC176,2020-01-07 05:48:02,UserG,2020-03-15 09:09:33,,,,,UserD,,2020-05-26 07:42:12,walk-in,Help,1 High,This is a description,3 - Moderate,Normal,Overdue
INC177,2020-02-21 15:42:19,UserB,2020-02-10 03:43:51,,,2020-03-27 20:56:08,,UserA,2020-04-22 14:16:18,,phone,Hardware,2 Medium,This is a description,1 - Critical,In Progress,New
INC178,2020-01-10 14:38:55,UserA,2020-03-06 15:57:11,,,2020-04-17 12:55:12,,UserE,,,email,Hardware,1 High,This is a description,2 - High,Closed,Normal
INC179,2020-02-21 19:58:29,UserE,2020-03-27 13:47:15,,,2020-04-08 20:20:39,2020-10-26 17:24:36,UserB,,,email,Help,2 Medium,This is a description,5 - Planning,In Progress,
INC180,2020-01-04 14:56:57,UserC,2020-03-22 11:48:36,,,,,UserD,,2020-05-01 01:11:28,phone,Help,2 Medium,This is a description,2 - High,Normal,
INC181,2020-01-02 15:17:02,UserB,2020-02-01 22:16:11,2020-07-05 21:19:28,2020-08-14 21:59:29,2020-03-14 07:56:51,,UserA,,,email,Smartphone,1 High,This is a description,3 - Moderate,Normal,
INC182,2020-02-13 15:59:03,UserC,2020-03-27 05:57:57,,,2020-03-25 00:14:02,2020-10-24 18:10:32,UserA,,,walk-in,Software,2 Medium,This is a description,3 - Moderate,Normal,New
INC183,2020-01-20 13:47:29,UserE,2020-03-10 16:53:23,,,2020-03-24 05:21:30,,UserA,,,email,Software,2 Medium,This is a description,5 - Planning,,Normal
INC184,2020-02-28 23:32:26,UserC,2020-02-24 15:04:21,,,2020-04-01 14:58:57,2020-09-10 04:55:05,UserC,,,email,Help,2 Medium,This is a description,2 - High,On Hold,Normal
INC185,2020-01-26 07:38:08,UserA,2020-03-08 07:38:05,,,2020-04-08 08:19:52,,UserF,,,email,Network,1 High,This is a description,3 - Moderate,Closed,New
INC186,2020-01-07 05:29:21,UserD,2020-02-13 22:26:08,,,,,UserC,,2020-05-23 01:06:29,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,High
INC187,2020-02-20 01:42:51,UserA,2020-02-12 09:23:46,,,2020-03-08 15:10:50,,UserA,,,walk-in,Network,2 Medium,This is a description,4 - Low,On Hold,Overdue
INC188,2020-02-25 02:34:04,UserA,2020-03-11 07:25:10,,,,,UserA,2020-04-06 05:31:03,,phone,Smartphone,2 Medium,This is a description,3 - Moderate,In Progress,
INC189,2020-02-17 01:21:28,UserA,2020-02-05 03:47:42,,,,2020-09-21 00:19:21,UserA,2020-05-05 09:50:49,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,Overdue
INC190,2020-01-08 04:06:51,UserG,2020-03-08 10:04:13,,,,,UserF,,,walk-in,Smartphone,3 Low,This is a description,3 - Moderate,Normal,New
INC191,2020-02-28 21:06:26,UserE,2020-02-28 06:58:45,,,2020-03-10 07:26:09,,UserE,2020-05-20 03:01:44,,email,Software,2 Medium,This is a description,1 - Critical,In Progress,New
INC192,2020-01-15 12:34:25,UserF,2020-03-07 16:03:42,,,2020-03-05 10:47:52,,UserA,2020-04-17 17:12:22,,email,Help,2 Medium,This is a description,4 - Low,Closed,
INC193,2020-02-11 21:23:55,UserA,2020-03-12 09:44:56,,,2020-04-27 10:20:06,,UserE,2020-04-04 07:59:09,,walk-in,Software,2 Medium,This is a description,4 - Low,In Progress,Overdue
INC194,2020-02-07 05:58:37,UserA,2020-02-01 08:06:34,,,2020-03-12 06:31:05,,UserA,,,phone,Hardware,2 Medium,This is a description,3 - Moderate,Closed,
INC195,2020-02-19 08:59:42,UserA,2020-03-04 16:47:21,,,2020-04-18 05:54:51,,UserD,,,walk-in,Hardware,3 Low,This is a description,3 - Moderate,,High
INC196,2020-02-23 00:07:18,UserG,2020-02-19 19:25:51,2020-07-28 07:31:52,,,,UserA,2020-04-23 10:05:28,2020-05-20 06:03:48,phone,Software,2 Medium,This is a description,3 - Moderate,Normal,Overdue
INC197,2020-01-17 17:51:25,UserF,2020-03-22 21:03:10,,,2020-03-08 22:38:25,,UserA,,,walk-in,Help,2 Medium,This is a description,2 - High,In Progress,New
INC198,2020-02-06 06:25:05,UserC,2020-02-02 21:39:36,,,2020-03-10 18:35:49,,UserB,2020-05-05 16:08:58,,walk-in,Help,2 Medium,This is a description,5 - Planning,,New
INC199,2020-02-21 11:47:53,UserB,2020-03-07 22:57:13,,,2020-03-02 02:32:53,,UserF,,,walk-in,Smartphone,2 Medium,This is a description,1 - Critical,In Progress,New
INC200,2020-01-10 08:33:22,UserA,2020-02-19 05:46:31,,,2020-03-19 04:45:18,,UserD,,,email,Help,2 Medium,This is a description,2 - High,,Moderate
INC201,2020-01-02 00:59:44,UserB,2020-03-23 01:17:14,,,2020-03-22 18:38:11,,UserF,,,phone,Help,2 Medium,This is a description,2 - High,In Progress,High
INC202,2020-02-07 05:45:11,UserC,2020-02-01 21:58:21,,,,,UserA,,2020-06-07 03:38:35,email,Help,2 Medium,This is a description,5 - Planning,In Progress,Overdue
INC203,2020-01-10 04:44:12,UserA,2020-03-07 09:25:01,,,,2020-09-14 21:58:32,UserB,,,walk-in,Help,3 Low,This is a description,3 - Moderate,In Progress,New
INC204,2020-02-16 04:54:57,UserB,2020-02-19 11:45:52,,,,,UserD,,,email,Smartphone,3 Low,This is a description,3 - Moderate,,
INC205,2020-02-12 04:40:31,UserA,2020-03-17 14:47:08,,2020-07-13 23:02:15,,,UserB,2020-04-06 09:51:19,,phone,Help,2 Medium,This is a description,4 - Low,Normal,New
INC206,2020-02-24 16:58:10,UserB,2020-02-17 18:25:22,,,2020-04-13 19:41:35,,UserA,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,Normal,Moderate
INC207,2020-02-15 11:05:33,UserE,2020-03-22 01:14:18,,,,,UserF,,,phone,Hardware,2 Medium,This is a description,4 - Low,Normal,Normal
INC208,2020-02-24 20:56:08,UserD,2020-03-23 04:16:44,2020-07-13 16:20:36,2020-08-12 14:08:23,2020-04-26 17:23:50,,UserA,,,email,Hardware,2 Medium,This is a description,3 - Moderate,Normal,New
INC209,2020-02-06 04:05:27,UserA,2020-03-20 10:16:47,,,2020-04-09 05:32:55,2020-09-06 04:56:59,UserB,,,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,,Moderate
INC210,2020-01-09 03:48:25,UserD,2020-02-27 05:04:49,2020-07-25 16:18:39,,2020-03-28 04:05:14,2020-09-13 02:18:25,UserA,,2020-06-28 02:04:07,walk-in,Software,1 High,This is a description,2 - High,Normal,
INC211,2020-02-15 15:49:47,UserG,2020-03-02 04:05:28,2020-06-23 11:14:52,,2020-04-11 01:55:41,,UserB,2020-05-25 17:08:09,,walk-in,Software,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC212,2020-02-13 09:40:04,UserA,2020-03-14 08:54:34,,,,,UserF,,,email,Software,2 Medium,This is a description,4 - Low,In Progress,Overdue
INC213,2020-02-10 10:34:48,UserG,2020-03-07 10:26:54,,,,,UserE,,,walk-in,Hardware,2 Medium,This is a description,2 - High,Normal,High
INC214,2020-01-14 00:50:53,UserA,2020-03-13 08:15:40,,,,,UserB,2020-04-06 12:19:21,2020-06-05 07:31:30,email,Software,1 High,This is a description,2 - High,In Progress,Normal
INC215,2020-01-23 18:28:37,UserA,2020-03-15 00:28:07,,,,,UserB,2020-05-14 00:37:53,,email,Help,2 Medium,This is a description,3 - Moderate,In Progress,
INC216,2020-01-14 11:05:07,UserC,2020-02-12 23:35:34,,,2020-03-12 19:29:35,2020-09-26 05:19:12,UserD,2020-04-02 05:07:44,2020-06-01 13:21:15,walk-in,Software,2 Medium,This is a description,3 - Moderate,Normal,Overdue
INC217,2020-01-11 06:57:43,UserD,2020-03-07 08:53:35,,2020-08-05 22:10:21,2020-04-09 10:33:14,2020-10-11 19:09:58,UserA,2020-05-11 00:13:32,,walk-in,Hardware,2 Medium,This is a description,4 - Low,,Overdue
INC218,2020-01-19 03:33:18,UserD,2020-03-25 04:46:16,,2020-07-14 13:59:59,,,UserD,,,walk-in,Network,1 High,This is a description,3 - Moderate,Closed,Overdue
INC219,2020-01-01 05:29:20,UserF,2020-03-23 08:17:08,,2020-07-05 19:32:28,,2020-09-10 19:39:43,UserA,2020-05-09 20:30:27,,email,Software,2 Medium,This is a description,5 - Planning,,Overdue
INC220,2020-02-10 18:07:44,UserB,2020-03-09 07:28:27,,,2020-03-05 07:17:43,,UserC,2020-05-17 17:25:58,,walk-in,Help,2 Medium,This is a description,2 - High,On Hold,Normal
INC221,2020-01-02 05:59:41,UserG,2020-02-26 12:53:39,,,,,UserA,,,walk-in,Network,3 Low,This is a description,3 - Moderate,In Progress,High
INC222,2020-01-11 17:14:59,UserB,2020-02-11 22:01:04,2020-06-11 02:53:22,,2020-04-02 07:14:59,,UserB,,,walk-in,Software,2 Medium,This is a description,2 - High,,New
INC223,2020-01-26 11:12:25,UserA,2020-02-10 12:46:31,,,,,UserA,2020-04-11 07:36:53,,walk-in,Hardware,1 High,This is a description,2 - High,Normal,
INC224,2020-02-13 08:03:05,UserB,2020-02-04 01:37:06,,,2020-04-20 09:29:17,,UserA,2020-04-08 20:16:31,,email,Help,2 Medium,This is a description,3 - Moderate,,Overdue
INC225,2020-02-16 21:47:07,UserA,2020-02-02 01:11:59,2020-06-04 11:27:39,,,,UserB,,,email,Help,2 Medium,This is a description,4 - Low,,New
INC226,2020-02-26 00:11:25,UserC,2020-02-19 03:16:50,,,2020-03-21 16:45:37,,UserA,,,walk-in,Help,3 Low,This is a description,3 - Moderate,Normal,High
INC227,2020-01-15 12:41:52,UserB,2020-03-12 17:34:47,2020-06-27 19:43:31,,,,UserB,,2020-06-04 02:22:09,phone,Help,2 Medium,This is a description,4 - Low,Normal,Moderate
INC228,2020-02-05 00:23:19,UserB,2020-02-17 19:02:51,,,,,UserA,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,In Progress,Overdue
INC229,2020-01-05 12:48:10,UserA,2020-03-14 18:22:12,,,2020-03-12 10:14:50,,UserC,,2020-05-04 01:41:44,walk-in,Smartphone,2 Medium,This is a description,4 - Low,On Hold,High
INC230,2020-01-10 03:48:37,UserE,2020-03-11 23:47:33,,,2020-03-04 03:34:19,,UserF,,2020-06-04 01:10:22,walk-in,Hardware,1 High,This is a description,3 - Moderate,Closed,Moderate
INC231,2020-01-15 07:57:51,UserA,2020-02-27 13:18:44,,,2020-03-19 00:32:16,,UserD,2020-05-20 00:24:21,,email,Software,2 Medium,This is a description,1 - Critical,Normal,
INC232,2020-01-08 01:42:29,UserG,2020-02-11 18:32:02,2020-06-12 15:37:49,,,,UserC,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,,
INC233,2020-01-17 09:17:38,UserA,2020-03-08 02:58:29,,,,,UserB,,,walk-in,Software,2 Medium,This is a description,2 - High,Normal,Normal
INC234,2020-01-19 06:15:33,UserA,2020-03-27 06:46:51,,,2020-04-12 11:47:23,,UserB,,,email,Hardware,1 High,This is a description,1 - Critical,Normal,New
INC235,2020-01-28 09:37:21,UserB,2020-02-27 07:33:07,,2020-08-23 08:08:53,2020-04-16 03:49:56,,UserB,2020-04-24 14:34:34,,walk-in,Software,2 Medium,This is a description,3 - Moderate,,Normal
INC236,2020-01-08 07:28:03,UserA,2020-03-28 20:38:24,2020-06-21 12:50:54,,2020-04-11 06:22:51,,UserA,,,email,Help,2 Medium,This is a description,3 - Moderate,Normal,
INC237,2020-01-07 12:19:18,UserF,2020-02-14 08:03:48,,,2020-04-08 04:52:43,,UserB,,,walk-in,Help,2 Medium,This is a description,2 - High,Normal,Normal
INC238,2020-01-03 14:10:42,UserB,2020-03-24 03:18:40,,,,,UserF,,,walk-in,Network,2 Medium,This is a description,1 - Critical,,Moderate
INC239,2020-02-12 05:26:57,UserA,2020-03-01 19:38:10,,,,2020-09-20 14:55:04,UserA,2020-04-21 18:09:11,2020-05-28 06:10:49,walk-in,Hardware,2 Medium,This is a description,4 - Low,On Hold,New
INC240,2020-01-16 12:56:37,UserB,2020-03-10 06:11:06,2020-06-15 08:57:34,,,,UserA,,,email,Help,3 Low,This is a description,4 - Low,,Moderate
INC241,2020-01-05 21:34:36,UserA,2020-02-05 11:38:25,,,2020-04-16 09:43:12,2020-10-25 11:33:20,UserG,,,walk-in,Software,3 Low,This is a description,3 - Moderate,,New
INC242,2020-02-09 18:10:14,UserA,2020-03-07 22:25:16,,2020-08-18 14:28:23,2020-04-18 10:07:45,,UserB,,2020-05-26 10:37:39,walk-in,Network,2 Medium,This is a description,1 - Critical,In Progress,Overdue
INC243,2020-01-15 05:20:14,UserB,2020-02-02 03:04:38,,,2020-04-19 04:58:18,2020-10-03 05:31:10,UserB,,,walk-in,Help,3 Low,This is a description,3 - Moderate,Normal,New
INC244,2020-02-12 00:54:24,UserA,2020-03-12 18:17:16,,,,,UserB,,2020-05-06 10:52:02,walk-in,Help,2 Medium,This is a description,2 - High,Normal,
INC245,2020-01-03 01:42:38,UserE,2020-02-11 01:13:36,2020-07-15 13:20:40,,2020-03-12 22:34:57,,UserG,,,email,Smartphone,3 Low,This is a description,3 - Moderate,Normal,High
INC246,2020-01-06 06:48:48,UserA,2020-02-08 16:52:42,,,,,UserA,,,phone,Software,3 Low,This is a description,2 - High,Closed,
INC247,2020-01-27 08:21:42,UserA,2020-02-09 22:18:58,,,2020-04-05 05:47:38,,UserA,,2020-05-08 18:59:14,email,Hardware,1 High,This is a description,2 - High,In Progress,Overdue
INC248,2020-01-21 08:37:56,UserA,2020-03-23 06:43:39,,,,,UserB,,,walk-in,Help,2 Medium,This is a description,4 - Low,On Hold,Overdue
INC249,2020-01-27 03:03:32,UserC,2020-02-06 09:41:12,,,,,UserF,2020-04-16 20:07:34,,walk-in,Smartphone,3 Low,This is a description,2 - High,,High
INC250,2020-02-26 17:45:24,UserF,2020-02-05 20:11:33,,,2020-03-05 15:01:22,,UserD,,,email,Software,2 Medium,This is a description,5 - Planning,,Normal
INC251,2020-01-17 20:37:45,UserB,2020-02-06 22:22:03,2020-07-14 23:17:25,,,,UserA,,,walk-in,Network,3 Low,This is a description,2 - High,Normal,Normal
INC252,2020-01-15 04:52:54,UserA,2020-03-02 19:06:30,,,2020-04-01 04:48:33,,UserG,,,walk-in,Network,1 High,This is a description,2 - High,In Progress,Normal
INC253,2020-01-24 15:15:27,UserG,2020-03-06 17:03:56,,,,,UserC,,,walk-in,Software,2 Medium,This is a description,1 - Critical,In Progress,
INC254,2020-01-03 20:55:34,UserC,2020-02-11 00:23:42,2020-06-11 04:50:30,,,,UserA,2020-05-07 05:17:33,,email,Software,2 Medium,This is a description,3 - Moderate,Normal,Normal
INC255,2020-01-28 07:08:36,UserE,2020-03-02 11:40:01,,,2020-04-27 22:34:01,,UserA,,,walk-in,Software,3 Low,This is a description,1 - Critical,In Progress,
INC256,2020-02-04 01:16:59,UserE,2020-03-20 03:57:35,,,2020-04-03 10:21:19,,UserA,2020-04-11 07:58:28,2020-06-09 17:30:40,phone,Smartphone,3 Low,This is a description,4 - Low,Closed,
INC257,2020-01-15 04:46:30,UserA,2020-02-16 05:58:03,,,,,UserB,2020-05-22 10:36:03,,walk-in,Smartphone,2 Medium,This is a description,4 - Low,Normal,Overdue
INC258,2020-02-01 12:17:30,UserA,2020-03-06 04:11:20,,,,,UserB,2020-04-03 20:16:06,,walk-in,Network,2 Medium,This is a description,4 - Low,In Progress,Normal
INC259,2020-02-12 22:50:58,UserE,2020-03-20 01:38:31,,,,,UserE,,2020-05-01 14:55:24,walk-in,Network,3 Low,This is a description,4 - Low,In Progress,New
INC260,2020-01-19 10:42:05,UserB,2020-02-08 02:30:44,,2020-07-08 01:41:16,,,UserE,,,email,Help,2 Medium,This is a description,2 - High,In Progress,
INC261,2020-01-07 15:58:47,UserB,2020-03-16 02:55:51,,,,2020-10-08 04:53:31,UserC,,,walk-in,Network,2 Medium,This is a description,2 - High,,Overdue
INC262,2020-02-04 14:45:39,UserB,2020-03-22 08:15:40,,,2020-03-26 04:07:10,,UserA,2020-05-16 01:39:16,2020-05-28 09:36:26,walk-in,Network,1 High,This is a description,5 - Planning,Normal,
INC263,2020-02-25 07:24:22,UserB,2020-03-11 19:13:46,,,2020-04-02 04:44:52,,UserA,,,email,Software,3 Low,This is a description,5 - Planning,In Progress,
INC264,2020-02-16 10:57:40,UserB,2020-02-12 07:37:11,2020-06-02 19:10:58,,2020-03-28 15:10:22,,UserC,,,email,Software,2 Medium,This is a description,4 - Low,Closed,
INC265,2020-01-11 18:50:30,UserD,2020-02-14 15:40:37,2020-06-08 05:38:26,,2020-04-24 10:33:17,,UserC,,,phone,Software,1 High,This is a description,2 - High,In Progress,High
INC266,2020-01-17 00:46:10,UserF,2020-02-01 21:02:20,,,,,UserB,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,In Progress,Normal
INC267,2020-01-18 14:07:28,UserB,2020-02-02 20:53:15,,,2020-04-11 03:33:59,,UserA,,,walk-in,Help,2 Medium,This is a description,4 - Low,On Hold,High
INC268,2020-01-20 12:36:16,UserC,2020-02-05 04:52:50,,2020-07-08 14:06:20,2020-04-20 02:39:56,,UserC,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,
INC269,2020-01-27 04:46:52,UserC,2020-02-26 08:25:18,2020-06-21 12:08:44,,2020-04-20 16:28:59,,UserB,2020-04-18 04:07:42,2020-05-13 14:11:18,walk-in,Help,3 Low,This is a description,3 - Moderate,In Progress,High
INC270,2020-01-15 21:59:22,UserA,2020-03-09 02:30:06,,,,,UserD,,,walk-in,Software,3 Low,This is a description,5 - Planning,Closed,Normal
INC271,2020-01-06 10:49:41,UserB,2020-02-27 17:55:24,,,2020-03-26 00:14:54,,UserB,,,email,Software,2 Medium,This is a description,4 - Low,Normal,Normal
INC272,2020-01-22 15:53:21,UserD,2020-03-23 02:54:42,,,2020-04-19 21:13:48,,UserE,2020-05-08 11:05:24,,email,Help,2 Medium,This is a description,5 - Planning,Normal,New
INC273,2020-02-13 10:52:15,UserA,2020-03-22 06:57:10,,,,,UserB,,2020-05-13 03:45:13,email,Network,2 Medium,This is a description,4 - Low,In Progress,
INC274,2020-02-23 01:30:21,UserD,2020-03-21 11:54:55,2020-06-04 15:48:42,,2020-03-17 18:48:36,,UserA,,,email,Software,2 Medium,This is a description,1 - Critical,In Progress,Normal
INC275,2020-02-21 04:16:07,UserA,2020-02-20 21:26:06,,2020-08-09 08:46:24,2020-04-09 09:01:48,,UserB,2020-04-12 20:56:59,,walk-in,Software,2 Medium,This is a description,3 - Moderate,In Progress,High
INC276,2020-02-26 09:43:09,UserB,2020-03-25 10:01:05,,,2020-03-20 15:45:29,,UserA,,2020-06-17 06:47:53,walk-in,Hardware,1 High,This is a description,5 - Planning,Normal,New
INC277,2020-01-27 07:48:38,UserA,2020-02-21 01:48:49,2020-07-09 15:52:10,,2020-04-11 10:25:19,2020-10-04 20:13:24,UserD,,,walk-in,Hardware,1 High,This is a description,1 - Critical,Closed,New
INC278,2020-02-01 02:57:55,UserA,2020-02-15 11:10:23,,2020-08-05 02:50:01,,,UserA,,,email,Hardware,3 Low,This is a description,2 - High,Normal,Overdue
INC279,2020-02-09 12:27:50,UserA,2020-03-05 00:30:09,,,2020-04-20 11:33:30,,UserA,2020-04-12 16:18:59,,walk-in,Software,2 Medium,This is a description,4 - Low,Closed,
INC280,2020-02-12 06:42:45,UserA,2020-03-17 02:59:13,2020-06-20 21:02:35,,,,UserB,2020-04-11 19:38:47,,walk-in,Software,1 High,This is a description,2 - High,In Progress,Overdue
INC281,2020-01-24 13:11:11,UserB,2020-03-03 09:31:22,,,,,UserA,2020-04-16 16:45:38,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Closed,
INC282,2020-01-13 03:14:24,UserD,2020-03-16 20:31:38,2020-06-08 20:14:35,,,,UserB,2020-05-06 06:39:33,,walk-in,Help,1 High,This is a description,5 - Planning,,Overdue
INC283,2020-02-28 11:41:33,UserA,2020-03-26 17:14:17,,2020-07-08 00:02:11,,,UserA,,,walk-in,Hardware,1 High,This is a description,2 - High,On Hold,New
INC284,2020-02-23 23:33:35,UserB,2020-02-09 04:09:34,,,2020-04-03 02:43:33,,UserA,,,walk-in,Smartphone,2 Medium,This is a description,5 - Planning,On Hold,Overdue
INC285,2020-01-25 21:53:55,UserE,2020-02-12 19:37:44,,,2020-04-24 02:30:45,,UserA,2020-04-14 21:24:01,,email,Software,2 Medium,This is a description,1 - Critical,,Moderate
INC286,2020-02-23 05:53:24,UserA,2020-02-10 10:02:40,,,,2020-09-20 17:51:33,UserD,2020-05-21 21:18:11,,phone,Hardware,2 Medium,This is a description,4 - Low,Normal,
INC287,2020-02-12 12:12:14,UserG,2020-03-05 15:44:13,,,,,UserA,,,walk-in,Network,2 Medium,This is a description,3 - Moderate,In Progress,New
INC288,2020-02-25 12:53:28,UserA,2020-02-24 22:22:37,2020-07-11 16:44:54,,2020-03-26 07:03:53,,UserB,,2020-05-15 06:33:57,walk-in,Help,1 High,This is a description,5 - Planning,Normal,
INC289,2020-02-22 08:47:16,UserC,2020-03-03 19:31:36,,,,,UserF,,,walk-in,Help,2 Medium,This is a description,4 - Low,Normal,High
INC290,2020-01-03 01:15:08,UserB,2020-02-12 05:42:38,2020-07-06 16:17:32,,,2020-10-16 18:16:26,UserB,,,walk-in,Smartphone,3 Low,This is a description,2 - High,Normal,Overdue
INC291,2020-01-03 01:19:02,UserA,2020-03-25 00:55:40,,2020-07-20 00:49:41,,2020-10-17 12:19:38,UserB,2020-05-11 21:53:39,,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,On Hold,High
INC292,2020-02-13 16:45:58,UserA,2020-03-27 04:57:31,,,2020-04-25 22:22:22,,UserB,2020-05-08 18:14:54,,walk-in,Help,1 High,This is a description,4 - Low,In Progress,Moderate
